205.188.4.209,
196.22.188.141,appm33-188-141.netactive.co.za
202.50.171.1,carl.inet.net.nz
207.46.230.218,microsoft.com
63.236.73.208,www.linuxprogramming.com
63.236.73.30,netadsrv.iworld.com
203.167.212.38,
203.147.254.136,
167.216.237.108,sabela-hkdc-237-108.digisle.net
216.35.148.100,sc4-down.macromedia.com
203.167.247.161,
216.5.163.42,
208.185.127.42,sjimages.about.com
205.138.3.142,
128.11.42.61,www.burstnet.com
203.167.251.134,a203-167-251-134.deploy.akamaitechnologies.com
203.79.86.3,203-79-86-3.paradise.net.nz
208.33.218.15,www.amazon.com
208.216.183.15,images.amazon.com
204.71.200.68,www3.yahoo.com
204.71.200.202,d2.yahoo.com
203.167.223.235,a203-167-223-235.deploy.akamaitechnologies.com
209.185.243.135,lc2.law5.hotmail.com
216.32.182.251,law2-graph.hotmail.com
216.37.13.196,ans1.adsoftware.com
207.211.106.40,
205.139.29.102,cyberweb.engagetech.com
216.37.13.156,media1.aureate.com
216.37.13.152,aureate.com
216.200.16.73,vip-jafc03-16L.flycast.com
216.200.16.77,vip-flfc04-16L.flycast.com
216.52.6.84,vip-jefc01-6L.flycast.com
208.184.172.196,ans3.adsoftware.com
205.188.4.208,
205.188.5.204,
205.188.4.211,
205.188.250.25,cb.icq.com
206.204.212.4,www-hevasymn-3.www.conxion.com
203.167.223.234,a203-167-223-234.deploy.akamaitechnologies.com
205.188.3.176,
205.188.3.160,
205.188.5.208,
147.208.171.136,security1.norton.com
205.181.112.68,hotfiles.zdnet.com
205.181.112.65,www.zdnet.com
205.181.112.81,ads3.zdnet.com
205.181.112.74,gserv.zdnet.com
205.181.112.84,bcs.zdnet.com
128.11.45.101,images.zdnet.com
209.67.38.105,
